Missile	*ID	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	*CanSlow?	Radius	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	CollisionOverlap	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	OnDiedSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	MissileWeaponVFX	*eol
lucionfirestorm	2848	19		15					1												1																																30	30			50					0	0	0	0	0	0	CeilingChunkFall01	1024	1	16					6	1												1					1				1				1			1																																											1									lucionfirestormspawner							lucionfirestormspawner								0
lucionfirestormspawner	2849	1	4	1	5																												64								64																25					0	0	0	0	0	0	CeilingChunkFall01	1024	1	16										1								1					1				1				1			1																																											1												lucionfirestormbolt							lucionfirestormbolt					0
lucionfirestormbolt	2850	1		1																																																					15					0	0	0	0	0	0	CeilingChunkFall01	1024	1	16					3					1								1					1				1				1			1			Lucion Firestorm	4																																						32	1																								0
lucionmeteorwall	2851	19		15					2												2																																60	60			13					0	0	0	0	0	0	CeilingChunkFall01	1024	1	16																		1					1				1				1			1																																											1									lucionmeteor							lucionmeteor								0
lucionmeteor	2852	9	18	1	5																59	Missile Frames (Min=1)	25	Missile Fall Rate (Used with Frames to determine Height) (Min=1)	15	Missile Slide Rate (Used with Frames to determine Offset) (Min=1)							64								5	# of CltHitSubMissile1 created	3	# of CltHitSubMissile3 created	15	# of CltHitSubMissile4 created											60			4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16								1				1						1					1								1			1																																										32	1			sorceress_meteor			sorceress_meteor_impact						lucionmeteorexp				meteormonuber	meteortailmonuber		meteorexplodemonuber	whitelightmissile				0
lucionmeteorexp	2853	1		1	3																												6																											4		255	64	64	0	0	1	MeteorTargetIndicator	1024	17	16					3	1		1				1						1					1								1			1			Lucion Meteor Wall	5	2	8																		fire																			1																								0
lucionreligiousfanaticdeath	2854	1		1	21																																																30	30			25					192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3													3																1																																											32																								0
lucionvulnerability	2855	1		1	18																																																40	40			20					192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3		1						1	4				3																1																																											32																								0
lucionadsnovalivecheck	2856	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	3	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	1	start frame	3	end frame	30	lob																											4			3		255	255	0	2	2	1	SafeArrow	1024	5	16								1		1								1					1											1																								mag																			32									lucionadsnovamainspawner							lucionadsnovamainspawner								0
lucionadsnovamainspawner	2857	1	4	1	5																												64								64																					255	255	255	0	0	0	null	1024	1	16										1													1							1	1			1																																											32				lucion_high_priest_1								lucionadsnova							lucionadsnova					0
lucionadsnova	2858	19	4	15	5																												64								64																1					255	255	255	0	0	0	null	1024	1	16										1													1							1	1			1																																											32									lucionadsnovapriestspawner			lucionadsnovabuffspawner				lucionadsnovapriestspawner			lucionadsnovabuffspawner					0
lucionadsnovapriestspawner	2859	1	4	1	5																												16								16																					255	255	255	0	0	0	null	1024	1	16					3					1								2					1							1	1			1																																											32												lucionadsnovapriestbolt							lucionadsnovapriestbolt					0
lucionadsnovapriestbolt	2860	1		1	6																												1087		1																		80	80			5					255	255	255	0	0	0	null	1024	1	16					3					1								2					1							1	1		100	1			Lucion Fire Nova	4																																							32																								0
lucionadsnovabuffspawner	2861	1	4	1	5																												1								1																					255	255	255	0	0	0	null	1024	1	16					6	1				1								1					1							1	1			1																																											32												lucionadsnovabuffbolt							lucionadsnovabuffbolt					0
lucionadsnovabuffbolt	2862	1		1	18																																																100	100			10					255	255	255	0	0	0	null	1024	1	16					3		1			1								3					1							1	1			1																																											32																								0
lucionhighpriestbuff	2863	1	4	1	5																												1								1																			7		222	222	255	0	0	1	HolyBoltMissile	1024	16	16																		1					1						1	1	1			1																																											1												lucionhighpriestbuffbolt							lucionhighpriestbuffbolt					0
lucionhighpriestbuffbolt	2864	1		1	21																																																40	40			20					192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3			1					1	4				1																1																																											32			barbarian_circle_1																					0
lucionfireball	2865	1	51	1	45																												13		1						13		1										25	25			60			7		222	222	255	0	0	1	HolyBoltMissile	1024	16	16					6	1												1					1						1	1	1			1																																											1												lucionfireballspawner							lucionfireballspawner					0
lucionfireballspawner	2866	50		28					2	damage freq (0 = look at skill)	1	radius (0 = look at skill)	4	start frame	13	end frame	45	lob			2	damage freq (0 = look at skill)	1	radius (0 = look at skill)	4	start frame	13	end frame	45	lob																							15	15			14					0	0	0	0	0	1	null	1024	30	16		1	17	18					1			1						1									1							1																																											1									lucionfireballspawnersec							lucionfireballspawnersec								0
lucionfireballspawnersec	2867	1	4	1	5																												64								64																					0	0	0	0	0	1	null	1024	15	16																		1					1				1				1			1																																											32												lucionfireballfire							lucionfireballfire					0
lucionfireballfire	2868	1		1																																																					10					0	0	0	0	0	1	null	1024	15	16					3													2					1				1				1			1			Lucion High Priest Fire Ball	4																																							32																								0
lucionhighpriestdamagebuff	2869	1		1	18																																																40	40			20					192	192	192	1	0	0	BAYellShockWave01	1024	15	16					3		1	1					1	4				1																1																																											32			barbarian_circle_1	sorceress_enchant																				0
extralootlucion	2870	1		1	6																												1088		0																											255	255	255	0	0	0	ExpArrowExplode	1024	13	16					3			1					1	2				2				1	1								1			1																																											64																								0
novastompmonuber	2871	1	4	1	5																												4								4																25					255	255	255	0	0	0	null	1024	1	16																		1					1							1	1			1																																											32												novastompmonuberspawner							novastompmonuberspawner					0
novastompmonuberspawner	2872	50		28					4	damage freq (0 = look at skill)	1	radius (0 = look at skill)	3	start frame	17	end frame	30	lob			4	damage freq (0 = look at skill)	1	radius (0 = look at skill)	3	start frame	17	end frame	30	lob																							20	20			18			3		255	255	0	2	2	1	SafeArrow	1024	5	16					6	1												1					1											1																																											32									novastompmonuberspawnersec							novastompmonuberspawnersec								0
novastompmonuberspawnersec	2873	1	4	1	5																												64								64																					255	255	255	0	0	0	null	1024	1	16										1								1					1							1	1			1																																											32												novastompmonuberspawnerthr							novastompmonuberspawnerthr					0
novastompmonuberspawnerthr	2874	1	4	15																																					64																1					255	255	255	0	0	0	null	1024	1	16										1								1					1							1	1			1																																											32									novastompmonuberfury										novastompmonuberboltvis					0
novastompmonuberfury	2875	1		1	20																												5		1																						5					255	255	255	0	0	0	null	1024	1	16								1		1								2					1							1	1			1																																											32												novastompmonuberbolt												0
novastompmonuberbolt	2876	1		1		1																																									50						80	80			2					255	255	255	0	0	0	null	1024	1	16					3	1		1		1								2					1							1	1			1			Nova Stomp Mon Uber	4																				cold																		48	32																								0
novastompmonuberboltvis	2877	1		1																																																					15					255	255	255	0	0	0	null	1024	1	16																		1					1							1	1			1																																											32			sorceress_fireball_impact_1																					0
maelstromcascade	2878	1	4	1	5	1																											64								64						min(100,dl12)	convert to elemental%	49	base conversion	1	conversion/lvl	50	50			20					255	255	255	0	0	0	null	1024	1	16					3	1				1								1					1							1	1			1	1		Maelstrom Cascade	4			1																	ltng																		64	32			amazon_lightning_1	amazon_lightning_1								maelstromcascadespawner							maelstromcascadespawner					0
maelstromcascadespawner	2879	19	4	15	5																												64								64																1					255	255	255	0	0	0	null	1024	1	16																		1					1							1	1			1																																											32									maelstromcascadelivecheck			maelstromcascadeorb				maelstromcascadelivecheck			maelstromcascadeorb					0
maelstromcascadeorb	2880	19		15					5		26										5		26																																		21					0	0	0	0	0	0	CeilingChunkFall01	1024	1	16																		1					1								1			1																																											1									maelstromcascadespawnersec							maelstromcascadespawnersec								0
maelstromcascadespawnersec	2881	1	30	1	29	1																											64								64						min(100,dl12)	convert to elemental%	49	base conversion	1	conversion/lvl	15	15			10					255	255	255	5	5	0	null	1024	1	16					3			1		1								1					1							1	1			1																								ltng																		64	32												maelstromcascadefury							maelstromcascadefury					0
maelstromcascadefury	2882	1	25	1	20																												10		1						10		1																			255	255	255	0	0	1	LightningBolt	1024	5	16										1								1					1							1	1			1																																											64												maelstromcascadebolt							maelstromcascadebolt					0
maelstromcascadebolt	2883	1		1		1																																									min(100,dl12)	convert to elemental%	49	base conversion	1	conversion/lvl	15	15			10					255	255	255	0	0	0	null	1024	1	16					3	1				1								1					1							1	1			1			Maelstrom Cascade	4			1																	ltng																		64	32																								0
maelstromcascadelivecheck	2884	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																											3			3		255	255	0	2	2	1	SafeArrow	1024	5	16								1		1								1					1											1																								mag																			32									maelstromcascademainspawner							maelstromcascademainspawner								0
maelstromcascademainspawner	2885	1	4	1	5																												64								64																					255	255	255	0	0	0	null	1024	1	16										1													1							1	1			1																																											32												maelstromcascadeorb							maelstromcascadeorb					0
shurikenflurry	2886	1	4	1	5																												64								64												40	40			11			3		255	255	255	0	0	1	SafeArrow	1024	1	16					3	1				1								1				1	1								1			1			Flurry of Shurikens	4			1																																			6	32			weapon_throw_1									shurikenflurrymainspawner							shurikenflurrymainspawner					0
shurikenflurrymainspawner	2887	19	30	15	29				1												1												64								64																1			3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1								1			1																																											32									shurikenflurryregular			shurikenflurryshuriken				shurikenflurryregular			shurikenflurryshuriken					0
shurikenflurryregular	2888	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	3	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	3	end frame	30	lob																											4					128	255	128	0	0	0	Arrow	1024	1	16								1		1								2					1							1	1																																														32									shurikenflurryfuryone							shurikenflurryfuryone								0
shurikenflurryfuryone	2889	1	25	1	20																												15		1						15		1																	3		255	255	255	0	0	1	SafeArrow	1024	1	16								1										1					1																																																						32												shurikenflurryspawnerone							shurikenflurryspawnerone					0
shurikenflurryspawnerone	2890	1	30	1	29																												64								64												40	40			5			3		255	255	255	0	0	1	SafeArrow	1024	1	16					3													1				1	1														Flurry of Shurikens	4			1																																			6	32			weapon_throw_1									shurikenflurryfurytwo							shurikenflurryfurytwo					0
shurikenflurryfurytwo	2891	1	25	1	20																												15		1						15		1																	3		255	255	255	0	0	1	SafeArrow	1024	1	16								1										1					1																																																						32												shurikenflurryspawnertwo							shurikenflurryspawnertwo					0
shurikenflurryspawnertwo	2892	1	30	1	29																												64								64		1										40	40			5			3		255	255	255	0	0	1	SafeArrow	1024	1	16					3			1										1				1	1														Flurry of Shurikens	4			1																																			6	32			weapon_throw_1									shurikenflurryfurythree							shurikenflurryfurythree					0
shurikenflurryfurythree	2893	1	25	1	20																												15		1						15		1																	3		255	255	255	0	0	1	SafeArrow	1024	1	16								1										1					1																																																						32												shurikenflurryspawnerthree							shurikenflurryspawnerthree					0
shurikenflurryspawnerthree	2894	1	30	1	29																												64								64		1										40	40			5			3		255	255	255	0	0	1	SafeArrow	1024	1	16					3			1										1				1	1														Flurry of Shurikens	4			1																																			6	32			weapon_throw_1									shurikenflurryfuryfour							shurikenflurryfuryfour					0
shurikenflurryfuryfour	2895	1	25	1	20																												15		1						15		1																	3		255	255	255	0	0	1	SafeArrow	1024	1	16								1										1					1																																																						32												shurikenflurryspawnerfour							shurikenflurryspawnerfour					0
shurikenflurryspawnerfour	2896	1		1																																																	40	40			5			3		255	255	255	0	0	1	SafeArrow	1024	1	16					3			1										1				1	1								1						Flurry of Shurikens	4			1																																			6	32			weapon_throw_1																					0
shurikenflurryshuriken	2897	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	2	start frame	4	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	2	start frame	4	end frame	30	lob																											5					128	255	128	0	0	0	Arrow	1024	1	16								1		1								2					1							1	1																																														32									shurikenflurryshurikenspawner							shurikenflurryshurikenspawner								0
shurikenflurryshurikenspawner	2898	1	25	1	20																												0		3						0		3										100	100			10					0	0	0	0	0	1	null	1024	15	16					6	1												1					1				1				1			1			Flurry of Shurikens	4			1																																				32												shurikenflurryshurikenlast							shurikenflurryshurikenlast					0
shurikenflurryshurikenlast	2899	1		1																																																	40	40			20			3		255	255	255	0	0	1	SafeArrow	1024	1	16					3			1										1				1	1								1						Flurry of Shurikens	4			1																																			6	32			weapon_throw_1																					0
freezingarrowmon	2900	1	4	1	5																												64								64												60	60			15			5		81	81	255	0	0	1	IceArrow	1024	8	16					3	1		1		1			1	2				2											1	1	1			1	1		MonFreezingArrow	4																																							32			amazon_coldarrow_1	sorceress_iceblast_impact_1								freezingarrowexplosionmon							freezingarrowexplosionmon					0
freezingarrowexplosionmon	2901	1		1	1																												9	damage radius																																		null	1024	16	16					3	1												1					1				1			1	1			1			MonFreezingArrow	5	2	8		-1																frze																		48	1																			freezingarrowexp1	freezingarrowexp2				0
icebolt	2902	1	25	1	20																												25		0						25		0										60	60			25			7		81	81	255	0	0	1	Icebolt	1024	6	16					3	1		1		1								1					1											1			Ice Bolt	4																																						48	16			sorceress_icebolt_1	impact_cold_1				iceexplode				iceboltbolt							iceboltbolt					0
iceboltbolt	2903	1		1																																																	80	80			7			7		81	81	255	0	0	1	Icebolt	1024	6	16					3			1		1								1											1	1	1			1			Ice Bolt	4																																						48	16			sorceress_icebolt_1	impact_cold_1				iceexplode																0
glacialspike	2904	19	30	15	29				1		26										1		26										8								8												40	40			15			5		81	81	255	0	0	1	GlacialSpike	1024	6	16					3			1										1					1											1			Glacial Spike	4																																							16			sorceress_glacialspike_1	sorceress_iceblast_impact_1					glacialspikefury			glacialspikefury				glacialspikefury			glacialspikefury					0
glacialspikefury	2905	1	25	1	20																												25		1						25		1										30	30			7			7		81	81	255	0	0	1	Icebolt	1024	6	16					3	1		1		1								1					1				1							1			Glacial Spike	4																																						48	16			sorceress_icebolt_1	impact_cold_1				iceexplode				glacialspikebolt							glacialspikebolt					0
glacialspikebolt	2906	1		1																																																	30	30			12			7		81	81	255	1	1	1	Icebolt	1024	6	16					3	1		1		1								1									1		1	1	1			1			Glacial Spike	4																																						48	16			sorceress_icebolt_1	impact_cold_1				iceexplode																0
permafrost	2907	19	30	15	29				1												1												1								1																1			3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1											1																																											32									permafrostmainspawner			permafrostvisual				permafrostmainspawner			permafrostvisual					0
permafrostmainspawner	2908	1	4	1	5																												4								4																			3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1											1																																											32												permafrostsecspawner							permafrostsecspawner					0
permafrostsecspawner	2909	50		28					1	damage freq (0 = look at skill)	0	radius (0 = look at skill)	0	start frame	7	end frame	30	lob			1	damage freq (0 = look at skill)	0	radius (0 = look at skill)	0	start frame	7	end frame	30	lob																							45	45			8					128	255	128	0	0	0	Arrow	1024	1	16					6	1												1					1																																																						32									permafrostthirdspawner							permafrostthirdspawner								0
permafrostthirdspawner	2910	1	4	1	5																												64								64																					255	255	255	0	0	0	null	1024	1	16					6	1				1								1					1											1																																											32												permafrostfourthspawner							permafrostfourthspawner					0
permafrostfourthspawner	2911	19	1	15	1				5												5												5																								67			3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1							1	1			1			Permafrost	5	2																			cold																		48	32				impact_cold_1				freezingarrowexp1	permafrostfury							permafrostfury								0
permafrostfury	2912	1	25	1	20																												3		1						3		1																			0	0	0	0	0	1	null	1024	15	16																		1					1											1																																											32												permafrostbolt							permafrostbolt					0
permafrostbolt	2913	1		1	21																																																80	80			2					255	255	255	0	0	1	LightningBolt	1024	5	16					3					1			1	5				3					1											1																																											64																								0
permafrostvisual	2914	1		1																																																	45	45		-4000	75			7		81	81	255	0	0	1	Icebolt	1024	6	16					6	1				1								1											1	1	1			1																																											16			sorceress_icebolt_1																					0
blizzard	2915	13		10																																																					100			9		81	81	255	0	0	1	null	1024	2	16								1				1						1																1						8																																					1			sorceress_blizzard_loop						blizzardspawner							blizzardspawner								0
blizzardspawner	2916	1	19	1	5																120	fall distance	5	fall rate									64																								9					0	0	0	0	0	1	icestormfallvar01	1024	6	16					6	1		1										1					1				1							1																																											1			sorceress_blizzard_loop	sorceress_blizzard_impact_1								blizzardspawnersec							blizzardexplode1	blizzardexplode3				0
blizzardspawnersec	2917	19	30	15	29				7												7												64								64																2			3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1				1							1																																											32									blizzardlivecheck			blizzardexp				blizzardlivecheck			blizzardexp					0
blizzardexp	2918	1	1	1	1																												6																											3		255	255	255	0	0	1	SafeArrow	1024	1	16										1								1					1				1			1	1			1			Blizzard	5	2																			cold																		48	32																								0
blizzardlivecheck	2919	1		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																																							3			5		81	81	255	0	0	1	GlacialSpike	1024	6	16								1		1								1									1							1																																											16									blizzardfreeze															0
blizzardfreeze	2920	1		1	13																												5	radius	0	freeze length (0 = skill)																					25			5		81	81	255	0	0	1	GlacialSpike	1024	6	16								1		1								1					1				1							1			Blizzard	5	2																			frze																			16																								0
orbofwinter	2921	50	4	28	5				3	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	26	end frame	30	lob			3	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	26	end frame	30	lob			64								64																30			5		81	81	255	0	0	1	GlacialSpike	1024	6	16								1		1								1					1											1																																											16			baal_coldtrail						orbofwintermainspawner			orbofwinternovaspawner				orbofwintermainspawner			orbofwinternovaspawner					0
orbofwintermainspawner	2922	1	4	1	5																												64								64																					255	255	255	0	0	0	null	1024	1	16					6	1				1								1					1				1							1																																											32												orbofwinterboltspawner							orbofwinterboltspawner					0
orbofwinterboltspawner	2923	19	4	15	5				1												1												2								2																1					255	255	255	0	0	0	null	1024	1	16										1								1					1				1							1																																											32									orbofwinterdebuffnova			orbofwinterbolt				orbofwinterdebuffnova			orbofwinterbolt					0
orbofwinterbolt	2924	20		16					40		5										40		5										64								64												35	35			22			7		81	81	255	0	0	1	Icebolt	1024	6	16					3								1	2				3									1		1	1	1			1			Orb of Winter	4																																						48	16			druid_hurricane									orbofwinterspawnersec							orbofwinterspawnersec					0
orbofwinterdebuffnova	2925	1	4	1	5																												4								4																					255	255	255	0	0	0	null	1024	1	16										1								1					1				1							1																																											32												orbofwinterdebuffbolt							orbofwinterdebuffbolt					0
orbofwinterdebuffbolt	2926	1		1	21																																																40	40			10			7		81	81	255	0	0	1	Icebolt	1024	6	16					3					1								3									1							1																																											16																								0
orbofwinternovaspawner	2927	19	4	15	5				1												1												1								1																1					255	255	255	0	0	0	null	1024	1	16										1								1					1				1							1																																											32									orbofwinterdebuffnovafinal			orbofwinterboltfinal				orbofwinterdebuffnovafinal			orbofwinterboltfinal					0
orbofwinterdebuffnovafinal	2928	1	4	1	5																												2								2																					255	255	255	0	0	0	null	1024	1	16										1								1					1				1							1																																											32												orbofwinterdebuffboltfinal							orbofwinterdebuffboltfinal					0
orbofwinterdebuffboltfinal	2929	1		1	21																																																50	50			25			7		81	81	255	0	0	1	Icebolt	1024	6	16					3					1								3									1							1																																											16																								0
orbofwinterboltfinal	2930	1		1																																																	50	50			25			7		81	81	255	0	0	1	Icebolt	1024	6	16					3			1		1								3									1		1	1	1			1			Orb of Winter	4																																						48	16			druid_hurricane																					0
stwister	2931	1	4	1	5																												64								64												25	25			40					255	255	255	0	0	1	expansion\twister	1024	40	16					3	1		1		1								2					1						1	1	1			1			Raging Gale	4																																							16												stwisterspawner							stwisterspawner					0
stwisterspawner	2932	19		15					2		25										2		25																																		51					255	255	255	0	0	1	expansion\twister	1024	40	16								1										1					1				1							1																																											16									stwisterspawnersec							stwisterspawnersec								0
stwisterspawnersec	2933	1	30	1	29																												64								64												25	25			8					255	255	255	0	0	1	expansion\twister	1024	40	16					3			1										1					1				1							1			Raging Gale	4																																						48	16			druid_hurricane									stwisterfury							stwisterfury					0
stwisterfury	2934	1	25	1	20																												15		1						15		1																	4		255	255	255	0	0	1	LightningStrike	1024	8	16								1		1								1					1						1	1	1			1																																											32												stwisterbolt							stwisterbolt					0
stwisterbolt	2935	1		1																																																	35	35			7					255	255	255	0	0	1	expansion\twister	1024	40	16					3	1		1		1								1									1							1			Raging Gale	4																																						48	16			druid_hurricane																					0
zap	2936	8	4	1	5	7																											64								64								25				100	100			20			4		255	255	255	0	0	2	null	1024	2	16					3	1		1		1								2					1						1	1	1			1			Zap	4																																						64	32			sorceress_lightning_1									zaplivecheck				lightninghit			zaplivecheck					0
zaplivecheck	2937	50		28					0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob			0	damage freq (0 = look at skill)	1	radius (0 = look at skill)	0	start frame	2	end frame	30	lob																											3			5		81	81	255	0	0	1	GlacialSpike	1024	6	16																		1																1																																											16									zapspawner							zapspawner								0
zapspawner	2938	1	4	1	5																												64								64																					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1											1																																											16												zapmainspawner							zapmainspawner					0
zapmainspawner	2939	19	4	15	5				1												1												1								1																1					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1											1																																											16									zapdebuffnova			zapdamagebolt				zapdebuffnova			zapdamagebolt					0
zapdamagebolt	2940	1		1		7																																											25				20	40	3		15					255	255	255	0	0	1	expansion\twister	1024	40	16					3			1		1			1	1				2									1		1	1	1			1			Zap	4																																							16																								0
zapdebuffnova	2941	1	4	1	5																												2								2																					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1											1																																											16												zapdebuffbolt							zapdebuffbolt					0
zapdebuffbolt	2942	1		1	21																																																21	41	3		15					255	255	255	0	0	1	expansion\twister	1024	40	16					3			1		1								3									1							1																																											16																								0
conduit	2943	8	25	1	20																												20		10						20		10										60	60			15			4		255	255	255	1	1	1	LightningStrike	1024	8	16					3	1		1		1								2											1	1	1			1			Conduit	4																																						64	32			sorceress_lightning_1				lightning					conduittwo				lightninghit			conduittwo					0
conduittwo	2944	8	25	1	20																												20		10						20		1										40	40			10			4		255	255	255	1	1	1	LightningStrike	1024	8	16					3	1		1		1								1											1	1	1			1			Conduit	4																																							32							lightning					conduitthree				lightninghit			conduitthree					0
conduitthree	2945	8		1																													20		10						20		1										40	40			10			4		255	255	255	1	1	1	LightningStrike	1024	8	16					3	1		1		1								1																1			Conduit	4																																							32			sorceress_lightning_1				lightning									lightninghit								0
stormnexus	2946	1	4	1	5																												64								64												100	100			20					255	255	255	0	0	1	expansion\twister	1024	40	16					3	1		1		1								1					1											1																																											16												stormnexusprespawner							stormnexusprespawner					0
stormnexusprespawner	2947	1	4	1	5																												13								13																					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1											1																																											16												stormnexusspawner							stormnexusspawner					0
stormnexusspawner	2948	1	4	1	5																												64								64												80	80			2			4		255	255	255	0	0	2	null	1024	2	16					6	1		1		1								1					1											1																																											32												stormnexusmainspawner							stormnexusmainspawner					0
stormnexusmainspawner	2949	19	4	15	5				1												1												64								64																1					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1											1																																											16									stormnexusball			stormnexusnovamainspawner				stormnexusball			stormnexusnovamainspawner					0
stormnexusball	2950	1		1	6																												1110		1																											255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1											1																																											16																								0
stormnexusnovamainspawner	2951	19		15					25												25																																				126					255	255	255	0	0	1	expansion\twister	1024	40	16					3			1		1								2					1											1																																											16									stormnexusnovaspawner							stormnexusnovaspawner								0
stormnexusnovaspawner	2952	19	4	15	5				1												1												1								1																1					255	255	255	0	0	1	expansion\twister	1024	40	16					3			1		1								2					1											1																																											16									stormnexusnovadebuff			stormnexusnovabolt				stormnexusnovadebuff			stormnexusnovabolt					0
stormnexusnovadebuff	2953	1	4	1	5																												2								2																					255	255	255	0	0	1	expansion\twister	1024	40	16					3			1		1								1					1											1																																											16												stormnexusnovadebuffbolt							stormnexusnovadebuffbolt					0
stormnexusnovadebuffbolt	2954	1		1	21																																																15	15			15			7		81	81	255	0	0	1	Icebolt	1024	6	16					3					1			1	4				2																1																																											16																								0
stormnexusnovabolt	2955	1		1																																																	15	15			15			4		255	255	255	3	3	1	LightningStrike	1024	8	16					3			1		1								1																1			Storm Nexus	4																																						64	32			sorceress_lightning_1																					0
telekinesis	2956	19	1	15	1				1												1												0																								1					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1											1			Telekinesis	5	2																			ltng																		64	16									telekinesisdebuffnova							telekinesisdebuffnova								0
telekinesisdebuffnova	2957	1	4	1	5																												2								2																					255	255	255	0	0	1	expansion\twister	1024	40	16					3			1		1								1					1											1																																											16												telekinesisdebuffbolt							telekinesisdebuffbolt					0
telekinesisdebuffbolt	2958	1		1	21																																																60	100	3		2			7		81	81	255	0	0	1	Icebolt	1024	6	16					3					1			1	4				3																1																																											16																								0
firebolt	2959	1	4	1	5																												64								64												60	60			20					255	255	255	0	0	1	expansion\twister	1024	40	16					3	1		1		1								2					1	1					1	1	1			1			Fire Bolt	4																																						32	16								fireexplode				fireboltspawner							fireboltspawner					0
fireboltspawner	2960	50		28					0	damage freq (0 = look at skill)	0	radius (0 = look at skill)	0	start frame	9	end frame	30	lob			0	damage freq (0 = look at skill)	4	radius (0 = look at skill)	0	start frame	9	end frame	30	lob																											10			5		81	81	255	0	0	1	GlacialSpike	1024	6	16																		1											1	1	1			1																																											16									fireboltexp							fireboltexp								0
fireboltexp	2961	1	1	1	1																												0																				100	100			10					255	255	255	0	0	1	expansion\twister	1024	40	16								1		1								1					1	1										1			Fire Bolt	5	2																			fire																		32	16								explodingarrowexp																0
fireboltbuff	2962	1		1	18																																																									192	192	192	0	0	0	BAYellShockWave01	1024	15	16					3		1	1										2																1																																											32																								0
