monster	*index	hirelingAlternateVoice	*monster name	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	calc5	*calc5 desc	consumestat1	consumepar1	consumecalc1	consumestat2	consumepar2	consumecalc2	consumestat3	consumepar3	consumecalc3	consumestat4	consumepar4	consumecalc4	consumestat5	consumepar5	consumecalc5	numunderlingcalc	bindchancecalc	BoundStat1	BoundCalc1	BoundStat2	BoundCalc2	BoundStat3	BoundCalc3	BoundStat4	BoundCalc4	BoundStat5	BoundCalc5
cryogenator	947		Cryogenator	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_cold_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_absorbcold_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100	item_cannotbefrozen		1*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
ancientwarlord	948		Ancient Warlord	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damageresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_mindamage_percent2		(sksrc('Consume'.lvl)/10+5)*(100+sksrc('Consume'.clc2))/100	item_maxdamage_percent2		(sksrc('Consume'.lvl)/10+5)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
bonecolossus	949		Bone Colossus	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magicmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	magicmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100	passive_mag2_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	magicresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
regenerator	950		Regenerator	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					hpregen		(sksrc('Consume'.lvl)*8+50)*(100+sksrc('Consume'.clc2))/100	item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	maxhp		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
cursedabomination	951		Cursed Abomination	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_poisonlengthresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	poisonresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	poisonmindam		(sksrc('Consume'.lvl)*25+100)*(100+sksrc('Consume'.clc2))/100	poisonmaxdam		(sksrc('Consume'.lvl)*30+125)*(100+sksrc('Consume'.clc2))/100	poisonlength		25*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
netherreaver	952		Nether Reaver	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					firemaxdam		(sksrc('Consume'.lvl)*35+175)*(100+sksrc('Consume'.clc2))/100	coldmaxdam		(sksrc('Consume'.lvl)*35+175)*(100+sksrc('Consume'.clc2))/100	lightmaxdam		(sksrc('Consume'.lvl)*35+175)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
deathshot	953		Deathshot	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100	criticaldamage		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
doomspine	954		Doomspine	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					dexterity		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100	dexteritypercent		(sksrc('Consume'.lvl)/6+3)*(100+sksrc('Consume'.clc2))/100	passive_dmg_pierce		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
medusahellhound	955		Medusa's Hellhound	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_cannotbefrozen		1*(100+sksrc('Consume'.clc2))/100	item_freeze		(sksrc('Consume'.lvl)/2+10)*(100+sksrc('Consume'.clc2))/100	item_slow		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
goblintechies	956		Goblin Techies	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_wind_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	passive_dmg_pierce		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	criticaldamage		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
corruptedzakarumarcher	1122		�c@Corrupted Zakarum Archer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fractionaltargetac		(sksrc('Consume'.lvl)/2+10)*(100+sksrc('Consume'.clc2))/100	dexterity		(sksrc('Consume'.lvl)*3+30)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
corruptedzakarumpriest	1123		�c@Corrupted Zakarum Priest	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					hpregen		(sksrc('Consume'.lvl)*12+75)*(100+sksrc('Consume'.clc2))/100	manarecoverybonus		(sksrc('Consume'.lvl)*9/2+30)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
corruptedzakarumtrickster	1124		�c@Corrupted Zakarum Trickster	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_dodge		(sksrc('Consume'.lvl)*3/8+10)*(100+sksrc('Consume'.clc2))/100	passive_avoid		(sksrc('Consume'.lvl)*3/8+10)*(100+sksrc('Consume'.clc2))/100	passive_evade		(sksrc('Consume'.lvl)*3/8+10)*(100+sksrc('Consume'.clc2))/100	velocitypercent		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
corruptedzakarumfanatic	1125		�c@Corrupted Zakarum Fanatic	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*15/2+90)*(100+sksrc('Consume'.clc2))/100	damageresist		(sksrc('Consume'.lvl)*3/4+10)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
corruptedzakarumvenomancer	1126		�c@Corrupted Zakarum Venomancer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_pois_mastery		(sksrc('Consume'.lvl)*3/2+15)*(100+sksrc('Consume'.clc2))/100	item_poisonlengthresist		(sksrc('Consume'.lvl)*3/2+15)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Bishibosh	0		Bishibosh	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	passive_fire_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	fireresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	hpregen		(sksrc('Consume'.lvl)*8+50)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Bonebreak	1		Bonebreaker	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					criticaldamage		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100	item_crushingblow		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_deadlystrike		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Coldcrow	2		Coldcrow	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					coldmindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	coldmaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100	coldresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_fractionaltargetac		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100	item_freeze		(sksrc('Consume'.lvl)/2+10)*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
Rakanishu	3		Rakanishu	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_ltng_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	passive_ltng_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	lightresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_fastergethitrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Treehead WoodFist	4		Treehead WoodFist	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_knockback		1*(100+sksrc('Consume'.clc2))/100	damageresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100	passive_dmg_pierce		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Griswold	5		Griswold	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_cold_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	maxhp		(sksrc('Consume'.lvl)*2+20)*256*(100+sksrc('Consume'.clc2))/100	toblock		(sksrc('Consume'.lvl)/10+2)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
The Countess	6		The Countess	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					firemindam		(sksrc('Consume'.lvl)*15+75)*(100+sksrc('Consume'.clc2))/100	firemaxdam		(sksrc('Consume'.lvl)*20+100)*(100+sksrc('Consume'.clc2))/100	velocitypercent		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	item_pierce		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_fasterattackrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
Pitspawn Fouldog	7		Pitspawn Fouldog	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_cold_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_freeze		(sksrc('Consume'.lvl)/2+10)*(100+sksrc('Consume'.clc2))/100	item_absorbcold_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100	item_maxmana_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Flamespike the Crawler	8		Flamespike the Crawler	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damagepercent		(sksrc('Consume'.lvl)*5+60)*(100+sksrc('Consume'.clc2))/100	passive_fire_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	criticaldamage		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	dexteritypercent		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Boneash	9		Bone Ash	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_cold_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	passive_pois_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	passive_cold_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	passive_pois_mastery		(sksrc('Consume'.lvl)*3/2+15)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Radament	10		Radament	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_pois_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_poisonlengthresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	energy		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100	hpregen		(sksrc('Consume'.lvl)*8+50)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Bloodwitch the Wild	11		Bloodwitch the Wild	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life																				0	(pcl1*pcl3)?pcl2:0										
Fangskin	12		Fangskin	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_allskills		(sksrc('Consume'.lvl)/25+1)*(100+sksrc('Consume'.clc2))/100	passive_ltng_pierce		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Beetleburst	13		Beetleburst	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_ltng_pierce		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	lightresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	normal_damage_reduction		(sksrc('Consume'.lvl)+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Leatherarm	14		Creeping Feature	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_pois_pierce		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	poisonresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_poisonlengthresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Coldworm the Burrower	15		Coldworm the Burrower	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_limit		(sksrc('Consume'.lvl)/60+1)*(100+sksrc('Consume'.clc2))/100	damageresist		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	vitalitypercent		(sksrc('Consume'.lvl)/3+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Fire Eye	16		Fire Eye	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					firemindam		(sksrc('Consume'.lvl)*30+150)*(100+sksrc('Consume'.clc2))/100	firemaxdam		(sksrc('Consume'.lvl)*40+200)*(100+sksrc('Consume'.clc2))/100	item_fasterattackrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_absorbfire_percent		(sksrc('Consume'.lvl)/15+2)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Dark Elder	17		Dark Elder	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					criticaldamage		(sksrc('Consume'.lvl)/2+10)*(100+sksrc('Consume'.clc2))/100	item_freeze		(sksrc('Consume'.lvl)/2+10)*(100+sksrc('Consume'.clc2))/100	item_maxhp_percent		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
The Summoner	18		The Summoner	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_mastery		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	passive_summ_life		(sksrc('Consume'.lvl)/2+5)*(100+sksrc('Consume'.clc2))/100	item_fastercastrate		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	manarecoverybonus		(sksrc('Consume'.lvl)*3+20)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
Ancient Kaa the Soulless	19		Ancient Kaa the Soulless	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_allskills		(sksrc('Consume'.lvl)/25+1)*(100+sksrc('Consume'.clc2))/100	item_cannotbefrozen		1*(100+sksrc('Consume'.clc2))/100	passive_mag_pierce		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	passive_dmg_pierce		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100				0	(pcl1*pcl3)?pcl2:0										
The Smith	20		The Smith	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_crushingblow		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	item_deadlystrike		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Web Mage the Burning	21		Sszark the Burning	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					magic_damage_reduction		(sksrc('Consume'.lvl)*2+10)*(100+sksrc('Consume'.clc2))/100	normal_damage_reduction		(sksrc('Consume'.lvl)*2+10)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Witch Doctor Endugu	22		Witch Doctor Endugu	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastercastrate		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100	item_allskills		(sksrc('Consume'.lvl)*2/25+2)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Stormtree	23		Stormtree	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_fastergethitrate		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100	lightresist		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Sarina the Battlemaid	24		Battlemaid Sarina	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					toblock		(sksrc('Consume'.lvl)/5+4)*(100+sksrc('Consume'.clc2))/100	hpregen		(sksrc('Consume'.lvl)*16+100)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Ismail Vilehand	26		Ismail Vilehand	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					curse_resistance		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	attackrate		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	velocitypercent		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Geleb Flamefinger	27		Geleb Flamefinger	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_fire_mastery		(sksrc('Consume'.lvl)*2+20)*(100+sksrc('Consume'.clc2))/100	item_maxhp_percent		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Bremm Sparkfist	28		Bremm Sparkfist	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_ltng_pierce		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	lightmindam		1*(100+sksrc('Consume'.clc2))/100	lightmaxdam		(sksrc('Consume'.lvl)*70+350)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Toorc Icefist	29		Toorc Icefist	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					coldmindam		(sksrc('Consume'.lvl)*30+150)*(100+sksrc('Consume'.clc2))/100	coldmaxdam		(sksrc('Consume'.lvl)*40+200)*(100+sksrc('Consume'.clc2))/100	item_freeze		(sksrc('Consume'.lvl)+20)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Wyand Voidfinger	30		Wyand Voidbringer	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					lifedrainmindam		(sksrc('Consume'.lvl)+15)*(100+sksrc('Consume'.clc2))/100	lifedrainmaxdam		(sksrc('Consume'.lvl)+15)*(100+sksrc('Consume'.clc2))/100	manaonstriking		(sksrc('Consume'.lvl)/10+2)*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Maffer Dragonhand	31		Maffer Dragonhand	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					item_mindamage_percent2		(sksrc('Consume'.lvl)/10+5)*(100+sksrc('Consume'.clc2))/100	item_maxdamage_percent2		(sksrc('Consume'.lvl)/10+5)*(100+sksrc('Consume'.clc2))/100	criticaldamage		(sksrc('Consume'.lvl)/2+10)*(100+sksrc('Consume'.clc2))/100	attackrate		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	velocitypercent		(sksrc('Consume'.lvl)/4+5)*(100+sksrc('Consume'.clc2))/100	0	(pcl1*pcl3)?pcl2:0										
Taintbreeder	34		Taintbreeder	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					bleedmindam		(sksrc('Consume'.lvl)+20)*(100+sksrc('Consume'.clc2))/100	bleedmaxdam		(sksrc('Consume'.lvl)*9/2+30)*(100+sksrc('Consume'.clc2))/100	bleedlength		25*(100+sksrc('Consume'.clc2))/100							0	(pcl1*pcl3)?pcl2:0										
Infector of Souls	36		Sir Gorash	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					damageresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100	magicresist		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Lord De Seis	37		Black Jade	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					criticaldamage		(sksrc('Consume'.lvl)+20)*(100+sksrc('Consume'.clc2))/100	item_allskills		(sksrc('Consume'.lvl)*2/25+2)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
Grand Vizier of Chaos	38		King Leoric	((sksrc('Bind Demon'.sctk)%12)==0)	frame cap condition check	sksrc('Bind Demon'.dm34)	skill related % chance increase	(hpct<51)	target must be at or below 50% life					passive_summ_limit		(sksrc('Consume'.lvl)/30+2)*(100+sksrc('Consume'.clc2))/100	item_maxmana_percent		(sksrc('Consume'.lvl)+10)*(100+sksrc('Consume'.clc2))/100										0	(pcl1*pcl3)?pcl2:0										
